Stage,ChangeList 1,ChangeList 2,ChangeList 3,Changelist Avg, ,Hashlite 1,Hashlite 2,Hashlite 3,Hashlite Avg, ,,
5380,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5381,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5382,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
5383,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5384,0.002,0.003,0.002,0.002333333, ,0,0.001,0.001,0.000666667, ,,
5385,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5386,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5387,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5388,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5389,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5390,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5391,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5392,0.004,0.002,0.001,0.002333333, ,0,0,0.001,0.000333333, ,,
5393,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5394,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5395,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5396,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5397,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5398,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5399,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5400,0.001,0.002,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5401,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5402,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
5403,0.002,0.002,0.001,0.001666667, ,0,0,0.002,0.000666667, ,,
5404,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5405,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5406,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5407,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5408,0.002,0.002,0.004,0.002666667, ,0.001,0.001,0.001,0.001, ,,
5409,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5410,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
5411,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5412,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5413,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5414,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5415,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5416,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5417,0.002,0.001,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5418,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5419,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5420,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5421,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5422,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5423,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5424,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
5425,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5426,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5427,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5428,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5429,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5430,0.001,0.002,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5431,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5432,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5433,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5434,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5435,0.002,0.001,0.001,0.001333333, ,0.001,0,0.002,0.001, ,,
5436,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5437,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5438,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5439,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5440,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5441,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5442,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5443,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5444,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5445,0.002,0.002,0.002,0.002, ,0.002,0.001,0.002,0.001666667, ,,
5446,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
5447,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5448,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5449,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5450,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5451,0.002,0.005,0.002,0.003, ,0.001,0.001,0.001,0.001, ,,
5452,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5453,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5454,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5455,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5456,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
5457,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5458,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5459,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5460,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5461,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5462,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5463,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5464,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5465,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5466,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5467,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5468,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5469,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5470,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5471,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5472,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5473,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5474,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5475,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5476,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5477,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5478,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5479,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5480,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5481,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5482,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5483,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5484,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
5485,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5486,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5487,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5488,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5489,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5490,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
5491,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5492,0.002,0.001,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5493,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5494,0.004,0.002,0.002,0.002666667, ,0.001,0.001,0.002,0.001333333, ,,
5495,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5496,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5497,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5498,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5499,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5500,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5501,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5502,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5503,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
5504,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5505,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5506,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5507,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5508,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5509,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5510,0.002,0.001,0.004,0.002333333, ,0.001,0.001,0.002,0.001333333, ,,
5511,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5512,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5513,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5514,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
5515,0.002,0.002,0.002,0.002, ,0,0.001,0.002,0.001, ,,
5516,0.002,0.001,0.003,0.002, ,0.001,0.001,0.001,0.001, ,,
5517,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5518,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5519,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5520,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5521,0.002,0.001,0.001,0.001333333, ,0,0.001,0.002,0.001, ,,
5522,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5523,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5524,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5525,0.002,0.002,0.002,0.002, ,0.001,0,0.002,0.001, ,,
5526,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5527,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5528,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5529,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5530,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5531,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5532,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5533,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5534,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
5535,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5536,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5537,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5538,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5539,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5540,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5541,0.002,0.002,0.002,0.002, ,0.001,0,0.002,0.001, ,,
5542,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
5543,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5544,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5545,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5546,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5547,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5548,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5549,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5550,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5551,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5552,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5553,0.002,0.004,0.002,0.002666667, ,0.001,0.001,0,0.000666667, ,,
5554,0.002,0.001,0.004,0.002333333, ,0,0,0.001,0.000333333, ,,
5555,0.001,0.002,0.003,0.002, ,0,0.001,0.001,0.000666667, ,,
5556,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5557,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5558,0.002,0.001,0.004,0.002333333, ,0,0,0.001,0.000333333, ,,
5559,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
5560,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5561,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5562,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
5563,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5564,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5565,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
5566,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5567,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5568,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5569,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5570,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
5571,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5572,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5573,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5574,0.002,0.002,0.001,0.001666667, ,0,0,0.002,0.000666667, ,,
5575,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5576,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5577,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5578,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5579,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5580,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5581,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5582,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5583,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5584,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5585,0.001,0.001,0.002,0.001333333, ,0.001,0,0,0.000333333, ,,
5586,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5587,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5588,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
5589,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5590,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
5591,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5592,0.002,0.002,0.001,0.001666667, ,0.001,0,0,0.000333333, ,,
5593,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5594,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5595,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5596,0.004,0.001,0.001,0.002, ,0,0.001,0.001,0.000666667, ,,
5597,0.002,0.002,0.003,0.002333333, ,0.001,0,0.001,0.000666667, ,,
5598,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5599,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5600,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5601,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5602,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5603,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5604,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5605,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5606,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5607,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5608,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5609,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5610,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5611,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5612,0.002,0.002,0.005,0.003, ,0,0,0,0, ,,
5613,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5614,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
5615,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5616,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
5617,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5618,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5619,0.001,0.001,0.002,0.001333333, ,0.001,0,0,0.000333333, ,,
5620,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5621,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5622,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5623,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5624,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5625,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5626,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5627,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5628,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5629,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5630,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5631,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5632,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5633,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5634,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5635,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5636,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5637,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5638,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5639,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5640,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5641,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5642,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5643,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5644,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5645,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5646,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5647,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5648,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5649,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5650,0.002,0.002,0.001,0.001666667, ,0.001,0,0,0.000333333, ,,
5651,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5652,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5653,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
5654,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5655,0.001,0.005,0.002,0.002666667, ,0.001,0.001,0.001,0.001, ,,
5656,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5657,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5658,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5659,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5660,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5661,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5662,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5663,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5664,0.002,0.003,0.001,0.002, ,0.001,0,0.001,0.000666667, ,,
5665,0.002,0.001,0.003,0.002, ,0,0,0.001,0.000333333, ,,
5666,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
5667,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5668,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5669,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
5670,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5671,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5672,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
5673,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5674,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5675,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5676,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5677,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5678,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5679,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
5680,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5681,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5682,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5683,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5684,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5685,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5686,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5687,0.002,0.002,0.001,0.001666667, ,0.001,0,0,0.000333333, ,,
5688,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5689,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5690,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5691,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5692,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5693,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5694,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5695,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5696,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5697,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5698,0.004,0.002,0.002,0.002666667, ,0,0,0,0, ,,
5699,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5700,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5701,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5702,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5703,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5704,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5705,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5706,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5707,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5708,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5709,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5710,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5711,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5712,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5713,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5714,0.001,0.002,0.004,0.002333333, ,0,0,0,0, ,,
5715,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5716,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
