Stage,ChangeList 1,ChangeList 2,ChangeList 3,Changelist Avg, ,Hashlite 1,Hashlite 2,Hashlite 3,Hashlite Avg, ,,
5717,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
5718,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5719,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5720,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5721,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5722,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5723,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
5724,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5725,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5726,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5727,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5728,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5729,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5730,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5731,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
5732,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5733,0.002,0.002,0.002,0.002, ,0.001,0,0.002,0.001, ,,
5734,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5735,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5736,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5737,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5738,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5739,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
5740,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5741,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5742,0.002,0.002,0.001,0.001666667, ,0.001,0,0,0.000333333, ,,
5743,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5744,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5745,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5746,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
5747,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5748,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5749,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5750,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5751,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5752,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5753,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5754,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5755,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5756,0.002,0.005,0.002,0.003, ,0.001,0.001,0.001,0.001, ,,
5757,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5758,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
5759,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5760,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5761,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5762,0.002,0.001,0.001,0.001333333, ,0,0,0,0, ,,
5763,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5764,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5765,0.002,0.002,0.002,0.002, ,0.001,0.001,0.002,0.001333333, ,,
5766,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5767,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5768,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5769,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5770,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5771,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5772,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5773,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5774,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5775,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
5776,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5777,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5778,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5779,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5780,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5781,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5782,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5783,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5784,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5785,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5786,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5787,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5788,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5789,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5790,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5791,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5792,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5793,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5794,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5795,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5796,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5797,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5798,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5799,0.006,0.002,0.002,0.003333333, ,0.001,0.001,0.001,0.001, ,,
5800,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
5801,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5802,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5803,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
5804,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5805,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5806,0.002,0.001,0.001,0.001333333, ,0,0,0,0, ,,
5807,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5808,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5809,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
5810,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5811,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5812,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5813,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5814,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5815,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5816,0.002,0.002,0.004,0.002666667, ,0,0.001,0,0.000333333, ,,
5817,0.002,0.003,0.002,0.002333333, ,0.001,0,0.001,0.000666667, ,,
5818,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
5819,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5820,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5821,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5822,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
5823,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5824,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
5825,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5826,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5827,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5828,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5829,0.002,0.002,0.002,0.002, ,0,0.001,0.002,0.001, ,,
5830,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5831,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5832,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5833,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5834,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5835,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5836,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
5837,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5838,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5839,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5840,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5841,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5842,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
5843,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5844,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
5845,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5846,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5847,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5848,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5849,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5850,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5851,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5852,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5853,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5854,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5855,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5856,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5857,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5858,0.002,0.004,0.002,0.002666667, ,0.001,0.001,0,0.000666667, ,,
5859,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5860,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5861,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5862,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5863,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
5864,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5865,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5866,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5867,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5868,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5869,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5870,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
5871,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5872,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5873,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5874,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5875,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5876,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5877,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5878,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5879,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5880,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5881,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5882,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5883,0.002,0.002,0.002,0.002, ,0,0.001,0.002,0.001, ,,
5884,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5885,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5886,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5887,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5888,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5889,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
5890,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5891,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5892,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5893,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5894,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
5895,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5896,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5897,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5898,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5899,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5900,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5901,0.005,0.002,0.001,0.002666667, ,0,0,0.001,0.000333333, ,,
5902,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5903,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5904,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5905,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5906,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5907,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5908,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5909,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5910,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5911,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5912,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5913,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5914,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5915,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5916,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5917,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5918,0.002,0.001,0.003,0.002, ,0.001,0,0.001,0.000666667, ,,
5919,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5920,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5921,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5922,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5923,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5924,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5925,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5926,0.001,0.002,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5927,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5928,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5929,0.002,0.001,0.002,0.001666667, ,0.001,0,0.002,0.001, ,,
5930,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5931,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5932,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5933,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5934,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5935,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
5936,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5937,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5938,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5939,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
5940,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5941,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5942,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5943,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5944,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5945,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5946,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5947,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
5948,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5949,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5950,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
5951,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5952,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5953,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
5954,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5955,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
5956,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
5957,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
5958,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5959,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5960,0.002,0.005,0.002,0.003, ,0.001,0,0.001,0.000666667, ,,
5961,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
5962,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
5963,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5964,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5965,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5966,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
5967,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5968,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
5969,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5970,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5971,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5972,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
5973,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5974,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
5975,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5976,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5977,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
5978,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
5979,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
5980,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5981,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
5982,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5983,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
5984,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
5985,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
5986,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5987,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5988,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
5989,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5990,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
5991,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5992,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
5993,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
5994,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
5995,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5996,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
5997,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
5998,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
5999,0.003,0.002,0.001,0.002, ,0.001,0.001,0.001,0.001, ,,
6000,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
6001,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6002,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
6003,0.004,0.001,0.002,0.002333333, ,0.001,0.001,0,0.000666667, ,,
6004,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6005,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6006,0.002,0.001,0.002,0.001666667, ,0,0.001,0.002,0.001, ,,
6007,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
6008,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
6009,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6010,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6011,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
6012,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6013,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
6014,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6015,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
6016,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
6017,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
6018,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
6019,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
6020,0.002,0.002,0.004,0.002666667, ,0,0.001,0.001,0.000666667, ,,
6021,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6022,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
6023,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
6024,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
6025,0.001,0.002,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
6026,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
6027,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
6028,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6029,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6030,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
6031,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6032,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
6033,0.003,0.002,0.002,0.002333333, ,0.001,0.001,0,0.000666667, ,,
6034,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6035,0.001,0.003,0.001,0.001666667, ,0,0,0,0, ,,
6036,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
6037,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
6038,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
6039,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
6040,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
6041,0.002,0.003,0.002,0.002333333, ,0,0.001,0.001,0.000666667, ,,
6042,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
6043,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6044,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
6045,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
6046,0.002,0.003,0.002,0.002333333, ,0,0,0,0, ,,
6047,0.002,0.002,0.002,0.002, ,0,0.002,0.001,0.001, ,,
6048,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6049,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
6050,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
6051,0.002,0.003,0.002,0.002333333, ,0,0.001,0,0.000333333, ,,
6052,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
6053,0.002,0.002,0.002,0.002, ,0.001,0,0.002,0.001, ,,
6054,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
6055,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
6056,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
